Employee_ID,Full_Name,Gender,Age,Marital_Status,Number_of_Dependents,State_of_Origin,Education_Level,Department,Job_Title,Job_Level,Employment_Type,Work_Location,Hire_Date,Years_of_Service,Monthly_Salary_NGN,Performance_Rating,Job_Satisfaction_Score,Employee_Engagement_Score,Training_Hours_Per_Year,Overtime_Flag,Absences_Per_Year,Years_Since_Last_Promotion,Attrition
EMP21916,Chidi Oduya,Male,29,Married,0,Kaduna,B.Sc/B.A,Customer Service,Customer Success Manager,Manager,Contract,Hybrid,2019-06-24,5.5," 2,228,848 ",Meets Expectations,5,4,33,No,5,2,No
EMP16176,Musa Yakubu,Male,22,Married,2,Kaduna,B.Sc/B.A,Finance,Budget Officer,Mid,Full-Time,Hybrid,2011-12-03,13.1," 162,650 ",Below Expectations,4,4,14,Yes,10,4,No
EMP24372,Chidi Bello,Male,35,Divorced,0,Rivers,B.Sc/B.A,Human Resources,HR Business Partner,Mid,Full-Time,On-site,2020-05-06,4.7," 368,074 ",Below Expectations,3,4,25,Yes,0,3,No
EMP30034,Obinna Adeyemi,Female,42,Married,1,Lagos,HND,Marketing,Content Strategist,Mid,Contract,On-site,2012-10-28,12.2," 679,580 ",Meets Expectations,4,4,27,Yes,6,0,Yes
EMP92241,Ibrahim Nwachukwu,Male,31,Single,3,Oyo,B.Sc/B.A,Customer Service,Customer Service Representative,Junior,Full-Time,On-site,2023-02-11,1.9," 572,647 ",Exceeds Expectations,3,4,20,No,4,1,No
EMP30970,Adaeze Lawal,Male,40,Married,4,Lagos,B.Sc/B.A,Operations,Supply Chain Analyst,Mid,Full-Time,On-site,2012-07-28,12.4," 353,561 ",Exceeds Expectations,4,3,20,Yes,6,1,Yes
EMP99193,Ife Oduya,Male,29,Married,3,Delta,B.Sc/B.A,Customer Service,Call Centre Agent,Junior,Full-Time,On-site,2023-09-29,1.3," 527,594 ",Meets Expectations,4,2,0,No,5,1,Yes
EMP65334,Obinna Olawale,Male,36,Married,1,Lagos,B.Sc/B.A,Marketing,Marketing Coordinator,Junior,Part-Time,Hybrid,2021-01-21,3.9," 448,708 ",Meets Expectations,3,2,21,Yes,3,5,No
EMP88173,Lawal Adeyemi,Male,27,Single,1,Oyo,HND,Customer Service,Call Centre Agent,Junior,Intern,On-site,2013-02-15,11.9," 2,189,924 ",Meets Expectations,3,4,27,No,3,1,No
EMP18327,Chidi Usman,Female,36,Single,2,Enugu,B.Sc/B.A,Marketing,Digital Marketing Analyst,Mid,Part-Time,Hybrid,2020-04-22,4.7," 592,971 ",Meets Expectations,4,3,19,No,3,5,No
EMP60433,Nneka Okonkwo,Female,30,Married,2,Ogun,B.Sc/B.A,Marketing,Marketing Coordinator,Junior,Full-Time,Hybrid,2023-01-10,2," 633,936 ",Below Expectations,2,5,28,Yes,1,3,Yes
EMP60020,Dayo Babatunde,Female,34,Single,3,Abuja,B.Sc/B.A,Customer Service,Client Relations Officer,Mid,Full-Time,Remote,2018-08-13,6.4," 563,345 ",Exceeds Expectations,4,4,18,Yes,8,1,No
EMP88105,Lawal Obi,Male,43,Married,2,Lagos,HND,Technology,DevOps Engineer,Mid,Full-Time,Hybrid,2022-06-25,2.5," 411,043 ",Exceeds Expectations,4,3,18,No,1,3,No
EMP71349,Yemi Adeyemi,Female,40,Married,0,Ogun,B.Sc/B.A,Customer Service,Customer Service Representative,Junior,Full-Time,Hybrid,2018-01-24,6.9," 189,729 ",Meets Expectations,4,3,40,No,3,0,No
EMP79353,Chidi Garba,Male,26,Married,2,Ogun,PGD,Customer Service,Client Relations Officer,Mid,Full-Time,On-site,2011-07-05,13.5," 188,624 ",Exceeds Expectations,3,1,17,Yes,3,1,No
EMP42954,Obinna Chukwuemeka,Female,38,Single,2,Lagos,Ph.D,Sales,Account Manager,Manager,Full-Time,Remote,2011-07-11,13.5," 599,879 ",Exceeds Expectations,3,4,23,No,3,1,No
EMP82513,Nneka Usman,Female,32,Married,1,Abuja,B.Sc/B.A,Technology,IT Support,Mid,Full-Time,On-site,2019-06-15,5.5," 4,817,408 ",Meets Expectations,4,5,24,No,10,2,No
EMP11505,Chioma Abiodun,Female,37,Married,1,Kaduna,B.Sc/B.A,Executive,Chief Technology Officer,Mid,Full-Time,On-site,2023-06-02,1.6," 390,061 ",Exceeds Expectations,3,3,26,Yes,0,2,No
EMP99167,Amara Okafor,Female,24,Married,2,Delta,HND,Engineering,Electrical Engineer,Mid,Part-Time,On-site,2014-05-27,10.6," 663,070 ",Meets Expectations,4,3,46,No,10,6,Yes
EMP25015,Funmi Abiodun,Male,27,Single,3,Lagos,HND,Finance,Auditor,Mid,Full-Time,On-site,2011-04-20,13.7," 558,010 ",Below Expectations,1,4,22,No,7,0,No
EMP99354,Tunde Okonkwo,Male,51,Married,4,Ogun,B.Sc/B.A,Sales,Account Manager,Manager,Intern,On-site,2010-12-25,14," 7,125,000 ",Exceeds Expectations,4,2,30,No,0,1,No
EMP80382,Chidi Oduya,Female,26,Married,2,Abuja,HND,Sales,Account Manager,Manager,Full-Time,Hybrid,2018-03-25,6.8," 597,851 ",Exceeds Expectations,1,5,4,No,10,1,No
EMP44974,Yemi Okonkwo,Male,42,Single,0,Lagos,B.Sc/B.A,Customer Service,Client Relations Officer,Mid,Contract,On-site,2016-11-03,8.2," 339,734 ",Exceeds Expectations,4,3,14,No,1,1,No
EMP94013,Tope Sule,Male,32,Married,0,Ogun,M.Sc/MBA,Sales,Sales Executive,Executive,Contract,On-site,2011-05-05,13.7," 246,166 ",Meets Expectations,2,3,20,Yes,2,6,Yes
EMP54588,Chidi Okafor,Female,41,Married,0,Ogun,M.Sc/MBA,Engineering,Civil Engineer,Mid,Full-Time,On-site,2015-11-21,9.1," 461,730 ",Below Expectations,4,4,1,No,0,2,No
EMP24622,Obinna Yakubu,Male,32,Divorced,1,Lagos,B.Sc/B.A,Human Resources,Compensation Analyst,Mid,Full-Time,Remote,2022-09-30,2.3," 6,131,825 ",Unsatisfactory,3,4,10,No,23,1,Yes
EMP48470,Obinna Nwachukwu,Female,29,Single,3,Lagos,B.Sc/B.A,Operations,Operations Officer,Mid,Full-Time,On-site,2023-10-22,1.2," 1,283,879 ",Below Expectations,4,5,25,Yes,0,5,Yes
EMP66986,Adaeze Salami,Male,29,Married,1,Rivers,HND,Technology,IT Support,Mid,Full-Time,Hybrid,2020-10-08,4.2," 440,254 ",Exceptional,5,3,17,No,2,2,No
EMP30731,Aisha Okonkwo,Male,43,Single,1,Kano,PGD,Finance,Financial Analyst,Mid,Full-Time,Remote,2013-04-18,11.7," 836,546 ",Exceeds Expectations,3,4,0,No,2,2,No
EMP69471,Nneka Okafor,Female,31,Single,3,Ogun,B.Sc/B.A,Marketing,Digital Marketing Analyst,Mid,Full-Time,On-site,2022-02-14,2.9," 360,496 ",Meets Expectations,3,3,19,Yes,11,1,No
EMP10426,Obinna Okonkwo,Female,39,Married,3,Abuja,Ph.D,Technology,DevOps Engineer,Mid,Full-Time,On-site,2018-01-30,6.9," 2,274,376 ",Unsatisfactory,1,5,8,Yes,0,0,No
EMP44523,Biodun Musa,Female,40,Single,4,Kaduna,M.Sc/MBA,Marketing,Marketing Coordinator,Junior,Full-Time,Remote,2023-01-16,2," 446,115 ",Meets Expectations,4,5,39,No,1,0,Yes
EMP75613,Musa Yakubu,Female,34,Married,4,Kano,B.Sc/B.A,Marketing,Marketing Coordinator,Junior,Full-Time,On-site,2011-02-26,13.8," 299,150 ",Exceeds Expectations,3,4,22,No,4,0,No
EMP33417,Seun Oduya,Male,32,Single,4,Ogun,B.Sc/B.A,Sales,Sales Coordinator,Junior,Full-Time,Remote,2018-02-12,6.9," 445,968 ",Meets Expectations,3,5,19,No,7,4,No
EMP76543,Musa Hassan,Male,45,Single,3,Abuja,B.Sc/B.A,Operations,Supply Chain Analyst,Mid,Full-Time,Hybrid,2023-08-01,1.4," 689,904 ",Meets Expectations,4,4,11,No,1,5,No
EMP23948,Seun Bello,Male,36,Single,3,Lagos,B.Sc/B.A,Finance,Treasury Officer,Mid,Full-Time,On-site,2020-07-16,4.5," 262,504 ",Meets Expectations,5,5,8,Yes,8,4,No
EMP91960,Dayo Olawale,Male,25,Married,2,Lagos,HND,Technology,IT Support,Mid,Full-Time,Hybrid,2023-04-08,1.7," 2,467,648 ",Below Expectations,4,4,14,No,3,0,No
EMP49118,Ife Sule,Female,25,Married,3,Lagos,HND,Engineering,Quality Assurance Engineer,Mid,Full-Time,On-site,2011-11-18,13.1," 496,032 ",Meets Expectations,4,3,45,Yes,2,0,No
EMP93749,Tunde Sule,Male,40,Single,2,Kaduna,B.Sc/B.A,Human Resources,Compensation Analyst,Mid,Full-Time,On-site,2023-01-02,2," 655,855 ",Below Expectations,5,5,23,Yes,2,0,No
EMP76541,Biodun Babatunde,Male,36,Single,1,Rivers,HND,Sales,Business Development Officer,Mid,Full-Time,On-site,2012-08-29,12.3," 560,330 ",Unsatisfactory,2,3,3,No,1,0,Yes
EMP89819,Bola Okafor,Female,24,Married,0,Lagos,B.Sc/B.A,Operations,Operations Officer,Mid,Contract,On-site,2022-02-09,2.9," 3,642,841 ",Meets Expectations,3,3,25,No,0,6,No
EMP36072,Seun Salami,Female,35,Single,0,Lagos,B.Sc/B.A,Customer Service,Customer Success Manager,Manager,Full-Time,On-site,2015-11-25,9.1," 276,667 ",Unsatisfactory,3,2,12,No,3,2,No
EMP30033,Ngozi Nwachukwu,Male,30,Married,1,Kano,M.Sc/MBA,Customer Service,Customer Service Representative,Junior,Full-Time,Hybrid,2019-09-21,5.3," 536,202 ",Meets Expectations,5,4,30,No,0,5,No
EMP59010,Amara Hassan,Female,35,Married,2,Lagos,B.Sc/B.A,Finance,Auditor,Mid,Full-Time,On-site,2013-05-25,11.6," 635,043 ",Meets Expectations,4,3,35,No,4,0,Yes
EMP31175,Ife Adeyemi,Female,32,Married,2,Ogun,HND,Sales,Account Manager,Manager,Full-Time,Hybrid,2023-10-04,1.2," 682,854 ",Meets Expectations,3,3,33,Yes,2,0,No
EMP80698,Chidi Yakubu,Male,37,Married,1,Kaduna,B.Sc/B.A,Human Resources,HR Officer,Mid,Full-Time,On-site,2014-11-29,10.1," 527,074 ",Unsatisfactory,2,4,15,No,3,0,No
EMP79515,Kemi Lawal,Female,23,Single,1,Lagos,HND,Customer Service,Customer Success Manager,Manager,Full-Time,On-site,2023-06-25,1.5," 597,415 ",Below Expectations,4,3,14,Yes,5,0,No
EMP10075,Zainab Chukwuemeka,Male,27,Married,4,Abuja,HND,Engineering,Civil Engineer,Mid,Full-Time,Hybrid,2020-11-21,4.1," 447,747 ",Meets Expectations,3,4,55,Yes,11,3,No
EMP88505,Emeka Okafor,Male,38,Married,3,Oyo,PGD,Legal & Compliance,Legal Officer,Mid,Full-Time,On-site,2017-06-23,7.5," 507,380 ",Meets Expectations,2,4,5,Yes,2,2,No
EMP52488,Funmi Nwachukwu,Female,42,Single,1,Lagos,B.Sc/B.A,Sales,Regional Sales Manager,Manager,Intern,Hybrid,2015-07-31,9.4," 670,220 ",Exceeds Expectations,2,3,15,No,0,3,No
EMP74043,Tope Babatunde,Male,47,Single,3,Oyo,HND,Customer Service,Customer Success Manager,Manager,Full-Time,Hybrid,2018-12-27,6," 440,565 ",Exceptional,3,1,23,No,1,4,No
EMP12553,Zainab Eze,Male,38,Single,1,Oyo,B.Sc/B.A,Customer Service,Call Centre Agent,Junior,Full-Time,On-site,2017-04-05,7.7," 645,997 ",Exceeds Expectations,3,3,35,No,3,1,No
EMP24663,Obinna Yakubu,Male,24,Divorced,2,Oyo,B.Sc/B.A,Human Resources,HR Business Partner,Mid,Part-Time,On-site,2010-05-22,14.6," 423,278 ",Meets Expectations,1,4,21,No,8,3,No
EMP57577,Sade Nwachukwu,Male,37,Divorced,3,Lagos,HND,Technology,Software Engineer,Mid,Full-Time,On-site,2012-02-21,12.9," 679,646 ",Exceeds Expectations,4,5,36,No,7,0,No
EMP50307,Musa Olawale,Male,23,Married,2,Ogun,B.Sc/B.A,Marketing,Brand Manager,Manager,Full-Time,On-site,2010-10-27,14.2," 670,194 ",Meets Expectations,4,3,23,No,11,0,No
EMP41386,Femi Babatunde,Female,37,Married,2,Lagos,M.Sc/MBA,Sales,Sales Executive,Executive,Full-Time,On-site,2018-06-05,6.6," 2,492,465 ",Exceeds Expectations,5,4,26,Yes,3,6,No
EMP17593,Musa Obi,Male,37,Married,2,Oyo,HND,Technology,Software Engineer,Mid,Full-Time,Hybrid,2019-10-08,5.2," 650,663 ",Meets Expectations,2,3,21,No,11,1,No
EMP41572,Funmi Musa,Female,34,Married,0,Abuja,B.Sc/B.A,Operations,Logistics Coordinator,Junior,Intern,On-site,2020-05-19,4.6," 499,185 ",Below Expectations,3,3,24,No,7,0,Yes
EMP84365,Adaeze Olawale,Female,24,Single,4,Abuja,B.Sc/B.A,Marketing,Brand Manager,Manager,Full-Time,On-site,2012-02-08,12.9," 519,054 ",Exceeds Expectations,3,4,30,No,0,2,No
EMP20323,Hauwa Sule,Female,42,Married,0,Ogun,HND,Marketing,Digital Marketing Analyst,Mid,Full-Time,On-site,2019-01-17,6," 670,914 ",Meets Expectations,2,4,13,Yes,1,1,Yes
EMP21227,Nnamdi Nwachukwu,Female,29,Married,3,Enugu,HND,Operations,Operations Manager,Manager,Full-Time,On-site,2023-07-26,1.4," 6,689,136 ",Meets Expectations,5,2,36,No,8,2,No
EMP73700,Adaeze Nwachukwu,Male,34,Married,2,Abuja,M.Sc/MBA,Technology,Software Engineer,Mid,Full-Time,On-site,2013-01-27,11.9," 620,384 ",Meets Expectations,3,3,36,No,6,10,Yes
EMP19072,Femi Garba,Female,42,Married,0,Delta,M.Sc/MBA,Customer Service,Client Relations Officer,Mid,Full-Time,On-site,2016-03-25,8.8," 696,925 ",Below Expectations,3,3,15,No,2,2,No
EMP79823,Chidi Bello,Male,30,Married,1,Lagos,M.Sc/MBA,Finance,Treasury Officer,Mid,Full-Time,On-site,2014-04-14,10.7," 677,178 ",Meets Expectations,3,2,41,Yes,5,0,No
EMP26484,Tope Adeyemi,Female,31,Single,2,Kano,B.Sc/B.A,Operations,Logistics Coordinator,Junior,Full-Time,On-site,2018-12-07,6.1," 442,552 ",Unsatisfactory,5,5,14,No,1,0,No
EMP26829,Amaka Adeyemi,Male,33,Married,3,Lagos,B.Sc/B.A,Sales,Regional Sales Manager,Manager,Full-Time,On-site,2013-06-08,11.6," 192,843 ",Below Expectations,4,3,26,No,4,0,Yes
EMP96475,Emeka Nwachukwu,Female,32,Divorced,3,Ogun,B.Sc/B.A,Customer Service,Call Centre Agent,Junior,Full-Time,On-site,2013-10-18,11.2," 403,647 ",Unsatisfactory,4,2,14,No,11,1,No
EMP72297,Femi Adeleke,Female,26,Single,2,Rivers,M.Sc/MBA,Sales,Account Manager,Manager,Part-Time,Hybrid,2023-08-26,1.3," 688,747 ",Below Expectations,3,3,28,Yes,1,7,Yes
EMP82064,Fatima Nwosu,Female,42,Married,2,Lagos,B.Sc/B.A,Technology,Software Engineer,Mid,Intern,On-site,2014-02-04,10.9," 425,858 ",Below Expectations,3,2,43,Yes,1,0,No
EMP31644,Chukwu Okonkwo,Female,29,Single,1,Lagos,HND,Sales,Sales Coordinator,Junior,Full-Time,On-site,2016-06-09,8.6," 487,037 ",Exceeds Expectations,3,4,17,Yes,1,0,No
EMP44742,Chidi Usman,Female,31,Single,1,Ogun,B.Sc/B.A,Human Resources,Recruitment Specialist,Mid,Full-Time,Remote,2010-10-28,14.2," 596,747 ",Unsatisfactory,4,3,9,No,4,0,No
EMP79164,Tope Nwosu,Female,30,Divorced,2,Lagos,M.Sc/MBA,Human Resources,Recruitment Specialist,Mid,Full-Time,Remote,2015-10-17,9.2," 168,704 ",Meets Expectations,3,4,31,No,3,2,No
EMP89508,Amaka Usman,Male,28,Married,3,Abuja,B.Sc/B.A,Sales,Sales Executive,Executive,Full-Time,On-site,2013-07-24,11.4," 602,953 ",Below Expectations,2,1,25,No,1,0,No
EMP65462,Hauwa Obi,Female,36,Married,0,Ogun,M.Sc/MBA,Human Resources,Recruitment Specialist,Mid,Full-Time,On-site,2015-09-01,9.3," 486,513 ",Exceptional,5,5,28,Yes,3,0,No
EMP37761,Zainab Sule,Male,22,Divorced,4,Kaduna,B.Sc/B.A,Technology,DevOps Engineer,Mid,Intern,Remote,2013-09-25,11.3," 305,581 ",Exceeds Expectations,2,3,8,No,5,1,No
EMP80687,Uche Abiodun,Male,30,Married,2,Lagos,B.Sc/B.A,Human Resources,Recruitment Specialist,Mid,Full-Time,Hybrid,2020-05-01,4.7," 260,801 ",Exceeds Expectations,2,3,26,Yes,2,1,No
EMP36366,Ibrahim Adeleke,Male,42,Divorced,3,Kano,M.Sc/MBA,Sales,Sales Coordinator,Junior,Full-Time,On-site,2022-05-02,2.7," 375,842 ",Below Expectations,2,2,28,No,4,2,No
EMP50858,Obinna Hassan,Female,38,Married,1,Lagos,B.Sc/B.A,Marketing,Content Strategist,Mid,Part-Time,Hybrid,2023-05-23,1.6," 510,271 ",Meets Expectations,4,3,19,No,4,4,No
EMP62297,Zainab Nwosu,Female,36,Married,0,Lagos,M.Sc/MBA,Operations,Supply Chain Analyst,Mid,Full-Time,Remote,2021-03-19,3.8," 421,938 ",Meets Expectations,3,5,32,Yes,4,2,No
EMP98040,Bola Obi,Male,43,Married,2,Abuja,B.Sc/B.A,Marketing,Marketing Executive,Executive,Full-Time,On-site,2020-06-05,4.6," 699,011 ",Meets Expectations,2,4,31,Yes,8,5,No
EMP95181,Zainab Bello,Female,31,Married,1,Ogun,B.Sc/B.A,Legal & Compliance,Company Secretary,Mid,Contract,Hybrid,2019-07-14,5.5," 371,398 ",Meets Expectations,3,4,13,No,0,4,No
EMP58945,Nnamdi Hassan,Female,34,Single,3,Kano,B.Sc/B.A,Technology,Software Engineer,Mid,Full-Time,On-site,2017-07-24,7.4," 193,864 ",Meets Expectations,3,1,39,No,1,2,No
EMP67423,Funmi Chukwuemeka,Male,34,Single,2,Lagos,HND,Sales,Account Manager,Manager,Full-Time,On-site,2010-07-12,14.5," 969,637 ",Meets Expectations,3,1,25,No,4,1,No
EMP77840,Amaka Okonkwo,Male,31,Married,0,Abuja,B.Sc/B.A,Marketing,Content Strategist,Mid,Full-Time,On-site,2019-09-02,5.3," 653,682 ",Below Expectations,4,4,26,No,3,8,No
EMP69178,Amaka Obi,Male,42,Married,2,Oyo,B.Sc/B.A,Human Resources,HR Officer,Mid,Full-Time,On-site,2017-07-30,7.4," 442,938 ",Unsatisfactory,5,5,6,No,0,6,Yes
EMP25861,Nneka Olawale,Male,30,Married,0,Lagos,Ph.D,Operations,Operations Manager,Manager,Full-Time,On-site,2015-06-20,9.5," 626,142 ",Unsatisfactory,2,4,26,No,4,0,Yes
EMP42494,Obinna Chukwuemeka,Male,22,Single,1,Kano,PGD,Technology,Data Analyst,Mid,Full-Time,Hybrid,2010-06-03,14.6," 654,019 ",Below Expectations,3,4,35,Yes,0,5,No
EMP39452,Fatima Sule,Female,30,Married,2,Rivers,B.Sc/B.A,Sales,Regional Sales Manager,Manager,Full-Time,On-site,2017-05-17,7.6," 1,522,302 ",Meets Expectations,5,4,28,Yes,0,0,No
EMP18393,Zainab Adeyemi,Male,33,Single,0,Ogun,M.Sc/MBA,Marketing,Marketing Coordinator,Junior,Full-Time,Hybrid,2011-10-06,13.2," 484,300 ",Unsatisfactory,3,4,0,Yes,4,1,Yes
EMP54314,Chidi Sule,Male,23,Single,4,Rivers,HND,Sales,Sales Executive,Executive,Contract,On-site,2016-05-14,8.6," 597,058 ",Exceeds Expectations,2,3,0,No,6,2,No
EMP12758,Bola Obi,Male,41,Single,2,Ogun,PGD,Operations,Procurement Officer,Mid,Full-Time,On-site,2014-11-19,10.1," 1,606,954 ",Exceeds Expectations,4,3,39,No,12,0,No
EMP87111,Aisha Salami,Female,38,Single,2,Lagos,Ph.D,Finance,Auditor,Mid,Full-Time,Remote,2013-07-09,11.5," 1,328,952 ",Meets Expectations,5,3,22,Yes,4,1,No
EMP82604,Emeka Garba,Male,40,Married,4,Lagos,HND,Finance,Treasury Officer,Mid,Full-Time,On-site,2023-11-27,1.1," 6,330,234 ",Exceptional,4,4,21,Yes,0,0,No
EMP40162,Nnamdi Yakubu,Female,25,Single,2,Oyo,M.Sc/MBA,Human Resources,Recruitment Specialist,Mid,Full-Time,On-site,2013-08-15,11.4," 653,405 ",Meets Expectations,1,1,41,Yes,2,8,No
EMP87129,Lawal Oduya,Female,35,Married,2,Enugu,M.Sc/MBA,Legal & Compliance,Contract Specialist,Mid,Contract,On-site,2021-03-21,3.8," 202,246 ",Below Expectations,1,4,21,No,5,4,Yes
EMP38865,Ibrahim Obi,Male,38,Married,3,Rivers,M.Sc/MBA,Technology,Systems Administrator,Mid,Full-Time,Hybrid,2015-11-01,9.2," 2,325,040 ",Unsatisfactory,4,1,39,No,0,6,No
EMP10943,Chioma Abiodun,Female,42,Single,1,Lagos,B.Sc/B.A,Sales,Regional Sales Manager,Manager,Full-Time,Remote,2019-11-14,5.1," 510,836 ",Below Expectations,2,3,29,Yes,0,0,No
EMP19306,Yemi Chukwuemeka,Female,29,Single,2,Rivers,HND,Technology,Software Engineer,Mid,Full-Time,Hybrid,2020-04-11,4.7," 394,724 ",Exceeds Expectations,4,4,45,No,2,0,No
EMP92720,Obinna Okafor,Male,22,Divorced,2,Abuja,B.Sc/B.A,Finance,Budget Officer,Mid,Full-Time,On-site,2022-08-22,2.4," 2,195,616 ",Meets Expectations,3,4,30,No,1,1,No
EMP17717,Nnamdi Chukwuemeka,Male,30,Single,4,Lagos,B.Sc/B.A,Operations,Operations Officer,Mid,Full-Time,Hybrid,2014-09-30,10.3," 522,419 ",Meets Expectations,3,5,0,No,1,2,No
EMP40008,Biodun Musa,Female,36,Married,2,Rivers,HND,Sales,Sales Coordinator,Junior,Full-Time,Hybrid,2013-10-17,11.2," 365,820 ",Meets Expectations,3,2,29,Yes,2,0,Yes
EMP18835,Chukwu Abiodun,Male,33,Married,1,Delta,HND,Human Resources,Compensation Analyst,Mid,Full-Time,On-site,2010-04-10,14.7," 566,764 ",Exceeds Expectations,3,2,10,No,4,2,No
EMP14118,Femi Adeyemi,Female,27,Single,1,Enugu,Ph.D,Sales,Regional Sales Manager,Manager,Contract,On-site,2015-07-25,9.4," 508,936 ",Below Expectations,2,5,24,No,0,0,Yes
EMP53310,Ngozi Okonkwo,Female,26,Married,0,Ogun,HND,Human Resources,HR Officer,Mid,Full-Time,On-site,2014-08-29,10.3," 398,844 ",Meets Expectations,4,3,20,Yes,4,4,No
EMP19288,Yemi Garba,Male,30,Single,0,Delta,B.Sc/B.A,Human Resources,Compensation Analyst,Mid,Contract,Hybrid,2010-03-20,14.8," 1,743,845 ",Below Expectations,4,3,18,No,4,3,Yes
EMP77392,Aisha Usman,Female,34,Single,4,Anambra,HND,Technology,DevOps Engineer,Mid,Contract,Remote,2020-11-03,4.2," 529,349 ",Exceeds Expectations,3,3,16,No,8,3,No
EMP41196,Biodun Musa,Male,29,Single,3,Abuja,M.Sc/MBA,Human Resources,Recruitment Specialist,Mid,Contract,On-site,2014-01-04,11," 429,773 ",Meets Expectations,2,4,37,No,0,5,No
EMP46501,Biodun Musa,Male,43,Single,2,Kano,M.Sc/MBA,Human Resources,Learning & Development Officer,Mid,Full-Time,On-site,2023-09-03,1.3," 385,064 ",Meets Expectations,4,3,26,Yes,4,1,No
EMP97685,Musa Chukwuemeka,Female,31,Single,3,Delta,PGD,Finance,Budget Officer,Mid,Full-Time,On-site,2020-08-02,4.4," 2,181,821 ",Meets Expectations,3,4,26,Yes,1,0,No
EMP73625,Tunde Bello,Female,31,Married,1,Lagos,HND,Sales,Business Development Officer,Mid,Full-Time,On-site,2020-03-31,4.8," 609,060 ",Meets Expectations,3,4,29,No,1,0,No
EMP38081,Yemi Garba,Male,38,Married,4,Lagos,PGD,Human Resources,Learning & Development Officer,Mid,Intern,Hybrid,2012-05-25,12.6," 391,051 ",Meets Expectations,4,3,37,No,3,3,No
EMP80679,Nnamdi Adeyemi,Male,34,Single,3,Abuja,B.Sc/B.A,Technology,IT Support,Mid,Full-Time,Hybrid,2016-03-11,8.8," 682,955 ",Below Expectations,4,5,25,No,4,0,Yes
EMP27343,Femi Salami,Female,41,Married,1,Lagos,M.Sc/MBA,Finance,Treasury Officer,Mid,Full-Time,Hybrid,2022-04-05,2.7," 247,533 ",Exceptional,4,4,22,Yes,5,1,No
EMP84848,Lawal Eze,Female,25,Married,1,Abuja,B.Sc/B.A,Finance,Auditor,Mid,Full-Time,On-site,2015-02-09,9.9," 679,913 ",Exceeds Expectations,2,3,6,Yes,0,5,No
EMP85526,Tunde Musa,Male,23,Married,0,Anambra,HND,Sales,Regional Sales Manager,Manager,Full-Time,On-site,2019-10-22,5.2," 316,108 ",Meets Expectations,1,2,48,Yes,2,5,No
EMP71954,Bola Musa,Male,32,Widowed,2,Ogun,B.Sc/B.A,Customer Service,Customer Service Representative,Junior,Part-Time,Hybrid,2022-11-15,2.1," 411,785 ",Below Expectations,3,5,34,Yes,3,6,No
EMP41851,Ifeoma Salami,Male,37,Married,3,Abuja,M.Sc/MBA,Human Resources,HR Business Partner,Mid,Full-Time,On-site,2010-06-25,14.5," 2,272,420 ",Exceptional,5,4,8,Yes,5,0,No
EMP71994,Chukwu Sule,Female,37,Single,0,Lagos,B.Sc/B.A,Engineering,Quality Assurance Engineer,Mid,Full-Time,Hybrid,2013-06-04,11.6," 596,601 ",Meets Expectations,2,3,27,Yes,1,8,No
EMP63355,Yemi Eze,Female,36,Married,3,Kaduna,Ph.D,Sales,Sales Coordinator,Junior,Full-Time,Hybrid,2016-01-30,8.9," 5,047,353 ",Below Expectations,5,1,20,Yes,1,5,No
EMP34958,Tunde Salami,Male,39,Single,4,Ogun,B.Sc/B.A,Sales,Business Development Officer,Mid,Intern,Hybrid,2014-08-12,10.4," 622,631 ",Meets Expectations,2,3,0,No,3,0,No
EMP22364,Biodun Bello,Male,36,Single,4,Lagos,PGD,Finance,Accountant,Mid,Full-Time,Hybrid,2021-05-15,3.6," 413,573 ",Exceptional,5,3,22,No,4,0,No
EMP22705,Sade Oduya,Male,30,Divorced,2,Lagos,HND,Executive,Chief Executive Officer,Executive,Part-Time,On-site,2018-09-28,6.3," 4,785,093 ",Below Expectations,2,1,28,No,2,0,Yes
EMP96375,Chioma Adeyemi,Male,22,Single,3,Abuja,B.Sc/B.A,Operations,Supply Chain Analyst,Mid,Full-Time,On-site,2016-07-28,8.4," 224,309 ",Unsatisfactory,4,3,27,No,2,0,No
EMP66499,Aisha Eze,Male,44,Single,3,Lagos,HND,Sales,Account Manager,Manager,Full-Time,Hybrid,2015-12-13,9.1," 1,622,774 ",Meets Expectations,3,4,34,Yes,0,0,No
EMP56439,Amaka Okafor,Male,39,,0,Lagos,PGD,Sales,Business Development Officer,Mid,Full-Time,On-site,2012-01-25,12.9," 496,554 ",Meets Expectations,,4,,No,7,4,No
EMP65520,Nneka Okonkwo,Female,41,Single,0,Kano,B.Sc/B.A,Sales,Regional Sales Manager,Manager,Full-Time,Hybrid,2018-03-14,6.8," 204,429 ",Below Expectations,4,4,26,Yes,0,0,No
EMP63884,Zainab Olawale,Female,34,Married,3,Lagos,HND,Customer Service,Customer Service Representative,Junior,Full-Time,On-site,2015-08-09,9.4," 368,471 ",Unsatisfactory,4,5,15,No,0,0,No
EMP71214,Uche Sule,Male,39,Widowed,2,Enugu,B.Sc/B.A,Marketing,Marketing Executive,Executive,Full-Time,Hybrid,2018-08-21,6.4," 426,548 ",Meets Expectations,3,1,23,Yes,2,0,No
